"Private"	"Apps"	"Accept"	"Enroll"	"Top10perc"	"Top25perc"	"F.Undergrad"	"P.Undergrad"	"Outstate"	"Room.Board"	"Books"	"Personal"	"PhD"	"Terminal"	"S.F.Ratio"	"perc.alumni"	"Expend"	"Grad.Rate"
"Lehigh University"	"Yes"	8.76358440945014	8.36730010184162	1092	40	84	8.36590507720246	4.88280192258637	9.83627880284268	8.62694405537536	6.62007320653036	7.02997291170639	96	99	12.5	43	9.59321898141155	91
"Lenoir-Rhyne College"	"Yes"	6.88653164253051	6.61069604471776	259	25	46	7.08002649992259	5.11198778835654	9.22029070282935	8.29404964010203	5.99146454710798	6.90775527898214	88	92	12	20	9.05239918390761	66
"Lesley College"	"Yes"	5.4971682252932	5.28826703069454	82	12	33	7.0335064842877	5.8171111599632	9.36734412078585	8.57546209954021	6.30991827822652	6.69084227741856	71	88	27.8	18	9.07038841154874	58
"LeTourneau University"	"Yes"	6.16751649088834	6.0330862217988	204	29	54	7.33432935030054	4.34380542185368	9.08704215563169	8.352318548226	6.39692965521615	7.24422751560335	58	70	20.8	23	8.83389994290864	56
"Lewis and Clark College"	"Yes"	7.92804560087478	7.64587582518481	482	35	64	7.47477218239787	4.07753744390572	9.66776521901506	8.47428569040496	6.10924758276437	6.85646198459459	97	98	12.3	21	9.47262771040802	69
"Lewis University"	"Yes"	7.05098944706805	6.95654544315157	395	12	31	7.69256964806791	7.26052259808985	9.26482855726025	8.41626727282628	6.21460809842219	7.09007683577609	36	48	14.3	10	8.94910546953925	61
"Lincoln Memorial University"	"Yes"	6.6682282484174	6.33150184989369	363	21	55	6.82979373751242	6.40522845803084	8.69114649853968	7.96901178110648	6.39692965521615	7.17011954344963	67	72	14.6	35	8.5519810169019	53
"Lindenwood College"	"Yes"	6.69703424766648	6.18208490671663	356	6	33	7.67554600253785	5.25227342804663	9.12695876303713	8.47637119689598	6.90775527898214	8.34283980427146	65	85	24.1	9	8.15478757276852	100
"Linfield College"	"Yes"	7.35308192051543	7.08002649992259	458	48	72	7.34471905414967	6.73340189183736	9.50151633368222	8.34521792667643	6.21460809842219	6.80239476332431	89	91	17.8	34	9.07646606341985	81
"Livingstone College"	"Yes"	6.80239476332431	6.15909538849193	217	22	47	6.43133108193348	2.39789527279837	8.38935981990635	8.13153071060425	6.68461172766793	6.80239476332431	53	93	10.4	16	9.13432288555227	92
"Loras College"	"Yes"	7.40306109109009	7.15695636461564	527	20	39	7.41637847919293	5.13579843705026	9.32366905728319	8.29404964010203	6.21460809842219	7.09007683577609	61	62	14.2	24	8.93300459157855	70
"Louisiana College"	"Yes"	7.60738142563979	6.95939851213398	212	33	61	6.81563999007433	5.06259503302697	8.54675199365778	8.01829613851552	6.21460809842219	7.41155628781116	64	74	10.5	11	8.92890541228487	59
"Loyola College"	"Yes"	8.31287139434261	8.05102220819068	738	25	54	8.00969535774292	5.21493575760899	9.47193510966465	8.74830491237962	6.39692965521615	6.80239476332431	86	88	14.7	27	9.1535583578772	80
"Loyola Marymount University"	"Yes"	8.23429963569625	7.88683299895506	753	42	64	8.17695386822578	6.07764224334903	9.51723666335177	8.68541582383069	6.30078579466324	7.19142933003638	84	88	14.2	10	9.36537637407572	84
"Loyola University"	"Yes"	7.54486106865846	7.43720636687129	719	24	80	7.91571319938212	6.63463335786169	9.31470038730042	8.67760991282214	6.39692965521615	6.62007320653036	77	88	11.7	14	9.15440473964588	53
"Loyola University Chicago"	"Yes"	8.18283871076603	7.99260665240021	868	25	55	8.56483984488359	8.13651825211529	9.35010231435134	8.58110651715989	6.5510803350434	7.60090245954208	94	95	6.2	15	9.47339670460156	65
"Luther College"	"Yes"	7.34536484041687	7.23849684089437	587	38	72	7.72709448477984	4.44265125649032	9.490997829491	8.17751582384608	6.39692965521615	5.99146454710798	73	85	13.8	38	9.09929707318286	77
"Lycoming College"	"Yes"	7.15929190479756	6.91274282049318	363	16	37	7.21744343169653	4.30406509320417	9.53964411911878	8.36637030168165	6.21460809842219	6.80239476332431	75	81	14	32	8.99019232964177	72
"Lynchburg College"	"Yes"	7.47079377419506	7.3132203870903	366	3	21	7.32909373624659	5.63478960316925	9.42947590189285	8.59415423255237	6.10924758276437	6.76849321164863	62	66	12.4	24	9.08613676851688	70
"Macalester College"	"Yes"	7.98582466641892	7.31055015853442	452	56	86	7.45182223652793	4.72738781871234	9.67464026580524	8.47052078321781	6.21460809842219	6.5510803350434	85	91	11.9	37	9.56191231773901	77
"MacMurray College"	"Yes"	6.60665018619822	6.32435896238131	177	12	29	6.4425401664682	4.14313472639153	9.17159954365975	8.22951111896446	6.30991827822652	6.85646198459459	49	55	10.8	33	9.27256371515631	59
"Malone College"	"Yes"	6.77308037565554	6.63068338564237	428	21	46	7.38087903556412	5.50533153593236	9.19603858726532	8.21608809863232	6.10924758276437	7.09007683577609	42	45	17.6	16	8.4755375161474	55
"Manchester College"	"Yes"	6.91174730025167	6.68710860786651	239	23	63	6.81234509417748	3.93182563272433	9.25339986143663	8.25582842728183	6.26339826259162	7.27931883541462	63	72	11.8	20	8.97966855424118	64
"Manhattan College"	"Yes"	7.79646924308606	7.45587668749182	563	20	63	7.85476918349913	5.53733426701854	9.42302946538653	8.8246778911642	6.21460809842219	7.49554194388426	92	92	13.6	25	9.21652123105126	79
"Manhattanville College"	"Yes"	6.86901445066571	6.62007320653036	212	21	54	6.72142570079064	5.01063529409626	9.59560277276683	8.7872203286293	6.10924758276437	5.99146454710798	97	97	11.3	24	9.33176122718052	70
"Marian College of Fond du Lac"	"Yes"	6.71417052990947	6.50727771238501	337	15	41	7.05617528410041	6.48157712927643	9.14846496825809	8.13153071060425	6.21460809842219	7.00306545878646	37	37	8.4	21	8.58522560180806	59
"Marietta College"	"Yes"	7.38461038317697	6.86693328446188	342	27	60	6.99301512293296	5.34710753071747	9.53604051161548	8.27384693278451	6.1527326947041	6.69703424766648	80	97	13.2	30	9.23239536275701	96
"Marist College"	"Yes"	8.46189187563115	8.06180227453835	830	12	31	8.17667277194846	6.48920493132532	9.27799902045	8.68693596600333	6.30991827822652	7.09007683577609	74	81	17.6	34	9.03693891255679	69
"Marquette University"	"Yes"	8.54714026778419	8.43381158247719	1685	36	71	8.85594853405202	6.68959926917897	9.35962207469194	8.46800294722547	6.39692965521615	7.57558465155779	86	94	13.5	25	9.20853875002955	77
"Marshall University"	"Yes"	8.349011198176	8.20685642839965	2007	14	60	8.94936514235297	7.75747876658418	8.5358186555394	8.29654652030061	6.5510803350434	7.35244110024358	77	86	16.6	10	8.73278832497312	50
"Mary Baldwin College"	"Yes"	6.21260609575152	6.08904487544685	199	26	52	6.74051935960622	5.93224518744801	9.32366905728319	8.90923527919226	6.39692965521615	7.17011954344963	66	79	6.8	50	9.28905912668757	90
"Marymount College Tarrytown"	"Yes"	6.16961073249146	5.78996017089725	117	9	34	6.59441345974978	5.91350300563827	9.35097150171593	8.77183540978982	6.35437004079735	6.98007594056176	71	93	10.3	30	9.2593209941978	77
"Marymount Manhattan College"	"Yes"	6.54391184556479	6.28226674689601	239	21	30	6.89568269774787	6.66568371778241	9.23014299927236	8.85366542803745	5.85793315448346	7.00306545878646	63	76	11.7	20	9.27068260098234	68
"Marymount University"	"Yes"	6.84694313958538	6.64898455002478	214	10	30	7.12849594568004	6.65415252018322	9.34049105644123	8.57168137670031	6.21460809842219	6.62007320653036	77	82	10.6	17	9.05660627203414	55
"Maryville College"	"Yes"	7.28892769452126	6.78897174299217	176	26	52	6.43615036836943	4.85203026391962	9.32366905728319	8.34474275441755	6.21460809842219	7.40367029001237	80	90	11.1	43	9.02605689186869	51
"Maryville University"	"Yes"	6.30809844150953	5.98393628068719	169	26	51	7.20266119652324	7.46794233228585	9.13237883050647	8.422882511945	6.05208916892442	7.20785987143248	52	58	13.1	13	8.68693596600333	61
"Marywood College"	"Yes"	7.00940893270864	6.75576892198425	323	13	51	7.28069719538474	5.99645208861902	9.30928031983109	8.41183267575841	6.39692965521615	6.5510803350434	65	76	11.8	30	9.10875051621455	66
"Massachusetts Institute of Technology"	"Yes"	8.76577054398726	7.6685611080159	1078	96	99	8.40760151478614	3.3322045101752	9.90847509404717	8.69533937679971	6.58617165485467	7.37775890822787	99	99	10.1	35	10.4205238500788	94
"McKendree College"	"Yes"	6.90975328164481	6.31896811374643	119	16	43	6.7286286130847	6.52795791762255	8.94637482614172	8.22684089040858	6.21460809842219	6.68461172766793	70	74	17.7	21	8.80267284031282	52
"McMurry University"	"Yes"	6.35957386867238	6.01859321449623	187	25	50	6.77992190747225	6.16751649088834	8.84361509218395	8.14670905220332	5.99146454710798	7.32974968904151	57	64	11	11	8.76139348525606	32
"McPherson College"	"Yes"	6.04025471127741	5.68017260901707	93	11	32	5.8171111599632	4.38202663467388	8.98092720764838	8.22951111896446	6.39692965521615	7.91571319938212	54	54	9.8	45	9.18543273627	48
"Mercer University"	"Yes"	7.73455884435476	7.41938058291869	564	37	70	7.98718474823347	7.13886699994552	9.39141114686849	8.31409733540581	5.99146454710798	7.3132203870903	93	95	9.2	15	9.10442414638463	91
"Mercyhurst College"	"Yes"	7.350516171834	6.97914527506881	397	15	40	7.49831587076698	6.07073772800249	9.19146331620649	8.30647216010058	6.05208916892442	6.90775527898214	45	63	16.7	29	8.89658807179122	78
"Meredith College"	"Yes"	6.75343791859778	6.64898455002478	376	25	58	7.45066079621154	6.1527326947041	8.81284343351719	8.08641027532378	6.10924758276437	7.32646561384032	77	82	13.9	33	8.83651926920248	82
"Merrimack College"	"Yes"	7.59135704669855	7.34018683532012	514	18	36	7.56371966841437	6.98841318199959	9.43348392329039	8.73230457103318	5.92692602597041	6.90775527898214	73	75	16.8	22	9.07188257882862	80
"Messiah College"	"Yes"	7.46278915741245	7.23128700432762	607	30	64	7.72223474470961	3.97029191355212	9.23989917421773	8.53306654057253	6.16331480403464	7.09007683577609	68	75	14.1	30	8.95699531192885	89
"MidAmerica Nazarene College"	"Yes"	5.80211837537706	5.80211837537706	225	15	36	7.00306545878646	5.11198778835654	8.8305430106166	8.22147894726719	7.00306545878646	8.49964003216865	33	33	15.4	20	8.61685751452918	49
"Milligan College"	"Yes"	6.41345895716736	6.13339804299665	189	26	52	6.52941883826223	3.89182029811063	9.01188943325234	8.10167774745457	6.30991827822652	6.90775527898214	63	69	12	16	9.00307016981826	64
"Millikin University"	"Yes"	7.27517231945277	7.13966033596492	456	29	62	7.48885295573346	4.55387689160054	9.38513366234935	8.38434727808281	6.10924758276437	6.87212810133899	60	77	11.4	25	9.00565049932022	75
"Millsaps College"	"Yes"	6.80793494369993	6.72623340235875	319	32	61	6.9782137426307	5.18738580584075	9.33432635175717	8.38981426208641	6.30991827822652	7.20785987143248	82	89	12.7	38	9.32527491006828	58
"Milwaukee School of Engineering"	"Yes"	7.10414409298753	6.99209642741589	496	36	69	7.48042830607421	6.78445706263764	9.35053700246947	8.08794755464267	6.90775527898214	7.6377164326648	35	46	16.7	23	8.87346805533363	67
"Mississippi College"	"Yes"	6.38687931936265	5.95324333428778	307	36	57	7.43543801981455	6.58063913728495	8.62694405537536	7.94803199063728	6.39692965521615	6.5510803350434	77	79	16.5	18	8.72745411689943	61
"Missouri Valley College"	"Yes"	7.1777824161952	6.89060912014717	316	5	35	6.96318998587024	5.16478597392351	9.05368656193081	8.52714352226941	5.99146454710798	6.80239476332431	35	67	17.4	16	8.37401542173991	27
"Monmouth College"	"Yes"	7.9035962896143	7.53955882930103	478	14	34	7.54591815120932	6.74170069465205	9.43188264192342	8.57357352485234	6.27287700654617	7.46164039220858	70	85	14.2	15	9.15820461755565	54
"Monmouth College IL"	"Yes"	6.39859493453521	6.22059017009974	204	28	57	6.50876913697168	2.39789527279837	9.47270463644367	8.3187422526924	5.99146454710798	6.13122648948314	91	91	11.6	43	9.31352852977235	56
"Montreat-Anderson College"	"Yes"	5.57215403217776	5.40717177146012	103	10	24	5.75574221358691	2.99573227355399	9.04050059268428	8.12326131912175	6.21460809842219	7.99226864327075	42	50	11.1	4	9.39174484170765	15
"Moravian College"	"Yes"	7.11639414409346	6.86171134048073	303	23	58	7.12367278520461	6.18414889093748	9.61513859109664	8.46168048148598	6.30991827822652	7.13089883029635	86	92	15.2	28	9.16597042424024	74
"Morehouse College"	"Yes"	8.21824792668574	7.42535788702715	722	41	66	7.95577578153419	5.03043792139244	8.86078289580631	8.61068353450358	5.52146091786225	6.39692965521615	71	74	17.8	10	9.00233170824624	83
"Morningside College"	"Yes"	6.37331978957701	6.27852142416584	239	16	36	6.85646198459459	5.42934562895444	9.2610334862917	8.21012440516427	6.21460809842219	6.90775527898214	48	68	13	32	9.00097644407034	56
"Morris College"	"Yes"	6.78219205600679	6.59304453414244	330	2	13	6.83087423464618	2.484906649788	8.41516046585109	7.84384863815247	6.74523634948436	7.64969262371151	53	60	18.6	34	8.85223583522786	60
"Mount Holyoke College"	"Yes"	7.49554194388426	7.18083119904456	526	47	79	7.54486106865846	3.68887945411394	9.86786037489298	8.64822145382264	6.62007320653036	6.62007320653036	79	91	9	51	9.81787519646021	84
"Mount Marty College"	"Yes"	5.63121178182137	5.62040086571715	126	17	37	6.39692965521615	6.07534603108868	8.83112763501208	7.99967857949945	6.21460809842219	6.21460809842219	45	55	11.7	38	8.53168763756669	44
"Mount Mary College"	"Yes"	5.45958551414416	5.37989735354046	121	12	32	6.83625927727707	6.18826412308259	9.0994088112689	8.0452677166078	6.30991827822652	7.02553831463852	51	51	10.7	26	8.85594853405202	78
"Mount Mercy College"	"Yes"	5.90808293816893	5.75890177387728	159	20	49	6.69208374250663	6.29526600143965	9.25913053614561	8.17611034223734	6.21460809842219	7.7341213033283	44	50	11.3	30	8.80911625812527	64
"Mount Saint Clare College"	"Yes"	5.78382518232974	5.64897423816121	95	16	33	5.89715386763674	4.47733681447821	9.20029003612268	8.20248244657654	6.21460809842219	7.09007683577609	32	37	13.6	43	8.78339623219089	21
"Mount Saint Mary's College"	"Yes"	7.18614430452233	7.05531284333975	328	15	36	7.12528309151071	4.36944785246702	9.46109909032337	8.73230457103318	6.30991827822652	6.80239476332431	77	82	12.8	36	9.05204779298159	80
"Mount Saint Mary College"	"Yes"	7.0647590277918	6.54391184556479	238	14	48	7.0647590277918	6.06145691892802	8.91865027812686	8.43381158247719	5.52146091786225	7.24422751560335	74	75	15.3	23	8.83898679349679	88
"Mount St. Mary's College"	"Yes"	6.48768401848461	6.28599809450886	113	37	90	6.94601399109923	6.14418563412565	9.43140175708607	8.64435433703292	6.44571981938558	7.15305163493748	53	71	11.9	19	9.26983494376182	72
"Mount Union College"	"Yes"	7.1777824161952	6.99025650049388	458	26	61	7.21890970761906	4.969813299576	9.41328121597287	8.16905314992734	5.99146454710798	7.0475172213573	85	87	16.7	35	8.88391747120797	81
"Mount Vernon Nazarene College"	"Yes"	6.23441072571837	6.18414889093748	334	18	36	7.01571242048723	4.54329478227	8.90923527919226	8.11552088154677	6.39692965521615	6.39692965521615	57	57	19.8	7	8.83477381421388	58
"Muhlenberg College"	"Yes"	7.83161727635261	7.51534457118044	462	30	61	7.4121603349452	5.8636311755981	9.7394969524269	8.42617379302907	6.39692965521615	6.74523634948436	76	86	12.8	39	9.2954165443313	83
"Muskingum College"	"Yes"	7.01121398735037	6.82654522355659	375	24	46	7.01660968389422	4.24849524204936	9.490997829491	8.27231514795602	6.39692965521615	6.68461172766793	73	85	13.4	27	9.14131178556575	73
"National-Louis University"	"Yes"	6.24027584517077	5.84932477994686	279	23	48	7.82724090175281	6.22455842927536	9.11493018717152	8.41183267575841	6.47697236288968	6.21460809842219	62	65	18.3	2	8.97525074964357	71
"Nazareth College of Rochester"	"Yes"	6.85329909318608	6.68210859744981	266	36	68	7.14991683613211	6.15485809401642	9.29192035896861	8.54675199365778	6.30991827822652	6.68461172766793	77	93	13.6	24	9.08216603325267	61
"New York University"	"Yes"	9.51738379790658	8.8879288190033	2505	70	86	9.42609670485638	7.94236223767433	9.7840281124988	8.89041055197428	6.10924758276437	6.90775527898214	87	98	7.8	16	9.96302923524444	71
"Newberry College"	"Yes"	6.77078942390898	6.58202513889283	154	14	36	6.39859493453521	3.58351893845611	9.22955459089999	7.86326672400957	6.21460809842219	7.3132203870903	57	63	11.4	32	8.66354208775137	83
"Niagara University"	"Yes"	7.70526247486633	7.49331724886215	467	65	99	7.5595594960077	5.8111409929767	9.24183903903555	8.46842302704681	6.10924758276437	6.47697236288968	68	100	14.2	20	8.96033936649209	65
"North Carolina Wesleyan College"	"Yes"	6.69950034016168	6.53524127101366	195	7	24	6.4707995037826	4.43081679884331	9.01699831189876	8.34995727204032	6.39692965521615	7.16626597413364	77	77	12.7	11	9.21930011334766	52
"North Central College"	"Yes"	7.02731451403978	6.78445706263764	308	30	64	7.1777824161952	6.64118216974059	9.36888140010473	8.9089649723924	6.10924758276437	7.49554194388426	73	87	16.4	33	9.09054280852059	76
"North Park College"	"Yes"	6.14203740558736	5.88887795833288	176	19	39	6.77878489768518	5.04985600724954	9.43986353025443	8.37678103769949	5.99146454710798	6.87729607149743	76	79	13.1	24	9.29550838434606	74
"Northeastern University"	"Yes"	9.38437770918244	9.04687982282315	2517	16	42	9.3200912359353	9.23219970632908	9.50151633368222	8.9126079636709	6.39692965521615	7.46737106691756	73	82	12.9	17	9.16565676434954	46
"Northwest Nazarene College"	"Yes"	6.42324696353352	6.24222326545517	385	29	52	7.01660968389422	4.0943445622221	9.1942109900463	7.94449216393216	6.10924758276437	6.71174039505618	59	59	14.8	20	8.74209519574531	58
"Northwestern College"	"Yes"	6.75693238924755	6.69826805411541	366	22	56	6.94697599213542	3.95124371858143	9.20029003612268	8.03106018024062	5.7037824746562	7.49554194388426	68	68	14.9	34	8.75731184693641	68
"Northwestern University"	"Yes"	9.4164598322846	8.55641390456952	1902	85	98	8.9159693113736	3.80666248977032	9.70528048651195	8.61613313927114	6.63200177739563	7.36833968631138	96	100	6.8	25	10.1805509458398	92
"Norwich University"	"Yes"	7.46336304552002	7.39326309476384	626	8	29	7.52940645783701	5.94542060860658	9.5563385212508	8.56978564153541	6.21460809842219	6.68461172766793	71	74	13.1	22	9.12793654572137	63
"Notre Dame College"	"Yes"	5.93753620508243	5.78074351579233	107	15	37	6.21460809842219	5.73979291217923	9.2093398716426	8.49699048409872	5.99146454710798	6.39692965521615	44	47	12.1	26	8.50673873351238	33
"Oberlin College"	"Yes"	8.47177732788576	7.92551897978693	678	50	89	7.85825418218603	4.78749174278205	9.8868499113831	8.66905554072548	6.35437004079735	7.02019070831193	77	96	10.1	47	9.71673619866279	83
"Occidental College"	"Yes"	7.7510451179718	7.18462915271731	370	52	81	7.4301141385618	3.55534806148941	9.71474542793925	8.54480835844921	6.32435896238131	7.04925484125584	91	93	10.5	30	9.69251957715205	79
"Oglethorpe University"	"Yes"	6.67456139181443	6.47543271670409	186	56	87	6.64509096950564	5.93224518744801	9.46498259034976	8.37562962709445	6.39692965521615	8.32117830749028	91	95	13.1	27	9.05578961212758	67
"Ohio Northern University"	"Yes"	7.98480338973441	7.75876054415766	669	35	62	7.82484569102686	4.18965474202643	9.679718805828	8.31385226739821	6.39692965521615	6.71538338633468	73	78	14.5	31	9.20823816388431	83
"Ohio Wesleyan University"	"Yes"	7.69165682281055	7.43838353004431	458	36	65	7.48436864328613	3.87120101090789	9.72507833256209	8.63941082414049	6.30991827822652	6.30991827822652	93	93	12.1	32	9.39357817555449	75
"Oklahoma Baptist University"	"Yes"	6.63068338564237	6.52356230614951	484	35	59	7.44249272279444	6.55819780281227	8.59230066390304	8.0519780789023	6.24416690066374	7.16239749735572	63	71	15.1	18	8.61450137388324	50
"Oklahoma Christian University"	"Yes"	6.65415252018322	6.63987583382654	351	22	44	7.25770767716004	5.42934562895444	8.76405326934776	8.05515773181968	6.21460809842219	7.54960916515453	58	64	16.2	8	8.791486026749	45
"Otterbein College"	"Yes"	7.31055015853442	7.09423484592476	428	26	57	7.40731771046942	6.84161547647759	9.46405192485681	8.39840965542627	6.04025471127741	6.73340189183736	62	68	13.9	30	9.08273424737104	87
"Ouachita Baptist University"	"Yes"	6.8134445995109	6.65027904858742	450	31	73	7.1777824161952	4.11087386417331	8.78416222227048	7.9373746961633	6.21460809842219	7.3132203870903	63	67	13.3	10	8.76608245914886	65
"Our Lady of the Lake University"	"Yes"	7.74413662762799	7.19743535409659	295	22	46	7.09174211509515	6.84800527457636	9.05134464048573	8.20083725837985	6.42324696353352	7.36264527041782	56	64	14.9	25	8.8698199525084	37
"Pace University"	"Yes"	9.01869548772134	8.22951111896446	1522	37	70	8.66716371799253	8.3845756668014	9.30565055178051	8.54869185847561	6.49223983502047	7.01660968389422	90	95	13.8	10	9.21622303513434	62
"Pacific Lutheran University"	"Yes"	7.37963215260955	7.23849684089437	504	31	68	7.85554467791566	5.71042701737487	9.49642116306099	8.40916244720253	6.39692965521615	7.32383056620232	78	78	11	23	9.15175741454389	83
"Pacific Union College"	"Yes"	6.84587987526405	6.50428817353665	385	20	48	7.18235211188526	4.93447393313069	9.38639231575654	8.24931374626064	6.44571981938558	7.56320059235807	48	87	12.3	12	9.12227389310773	69
"Pacific University"	"Yes"	6.84906628263346	6.74405918631135	288	41	71	6.94793706861497	3.55534806148941	9.56170122109115	8.29254851397576	6.10924758276437	7.00306545878646	76	76	10.9	22	9.32509660927437	42
"Pepperdine University"	"Yes"	8.2482674474469	7.61923341622681	680	86	96	7.81923445385907	6.4377516497364	9.80917687306489	8.82025636590632	6.21460809842219	6.5510803350434	95	98	11.6	13	9.69184016636035	66
"Pfeiffer College"	"Yes"	6.73101810048208	6.47850964220857	159	11	25	6.4831073514572	5.08759633523238	9.0641578617981	8.21608809863232	5.99146454710798	7.55747290161475	62	62	12.2	13	8.94036723330517	48
"Philadelphia Coll. of Textiles and Sci."	"Yes"	7.33823815006559	7.13807303404435	468	19	42	7.41697962138115	6.94889722231331	9.36648905446611	8.52951694110507	6.39692965521615	7.41697962138115	48	80	12.9	15	8.99069070991623	68
"Phillips University"	"Yes"	6.53958595561767	6.35610766069589	174	19	50	6.3919171133926	4.4188406077966	9.25913053614561	8.25842246245888	6.39692965521615	6.84587987526405	58	64	11.6	19	9.10386812746567	39
"Piedmont College"	"Yes"	6.49677499018586	6.33150184989369	127	20	40	6.46302945692067	4.14313472639153	8.6376393444921	8.19422930481982	6.39692965521615	6.62007320653036	89	89	13.2	17	8.89686174448039	31
"Pikeville College"	"Yes"	6.00141487796115	5.99146454710798	169	28	48	6.68085467879022	4.60517018598809	8.69951474821019	8.00636756765025	6.21460809842219	6.21460809842219	48	57	13.4	14	8.62281367327992	61
"Pitzer College"	"Yes"	7.03262426102801	6.44571981938558	220	37	73	6.62007320653036	3.40119738166216	9.78064172253728	8.68270762989381	6.47697236288968	6.74523634948436	100	100	10.4	11	9.60373289885008	73
"Point Loma Nazarene College"	"Yes"	6.69579891705849	6.53233429222235	428	20	43	7.54380286750151	5.37989735354046	9.22798380714878	8.34045601291618	6.68461172766793	6.62007320653036	71	71	16.1	19	8.97398492668974	54
"Point Park College"	"Yes"	6.77422388635761	6.61204103483309	207	7	38	7.06731984865348	7.24565506759454	9.17988116449147	8.48260174664662	5.99146454710798	7.09007683577609	45	90	14.5	10	8.94272233056014	66
"Polytechnic University"	"Yes"	7.03174125876313	6.74170069465205	302	58	89	7.2291138777933	5.36597601502185	9.69276652122048	8.34283980427146	6.07764224334903	7.81843027207066	90	90	10.4	14	9.5700407347166	62
"Presbyterian College"	"Yes"	6.98656645940643	6.72383244082121	302	34	63	7.03262426102801	3.40119738166216	9.38084235196479	8.19836438996762	6.31716468674728	7.26473017792987	80	85	13.4	42	9.03049574505712	85
"Princeton University"	"Yes"	9.4893348160304	7.62168499872461	1153	90	98	8.42068229103539	4.98360662170834	9.89847501071258	8.68440111040014	6.51471269087253	7.36201055125973	91	96	8.4	54	10.2513235478077	99
"Providence College"	"Yes"	8.54461378699223	8.11552088154677	973	20	55	8.22067217029725	7.21376830811864	9.57498348556409	8.73230457103318	6.10924758276437	7.00306545878646	66	74	18.4	35	9.00393101965314	96
"Queens College"	"Yes"	6.24610676548156	5.97126183979046	154	32	62	6.44571981938558	6.30809844150953	9.30746708270691	8.51117511909067	6.41345895716736	7.54960916515453	73	75	14	36	9.13938128303569	58
"Quincy University"	"Yes"	6.93244789157251	6.56103066589657	297	22	66	6.97541392745595	4.27666611901606	9.22029070282935	8.32845106681936	6.10924758276437	6.98471632011827	69	71	16.3	32	8.83637393092739	80
"Quinnipiac College"	"Yes"	8.21932609390609	7.67461749736436	806	17	45	7.89245204352035	6.57088296233958	9.39515880896873	8.72258002114119	6.90775527898214	6.21460809842219	63	73	12	33	9.08783369748339	86
"Randolph-Macon College"	"Yes"	7.47929963778283	7.18916773842032	306	21	46	6.97634807044775	3.29583686600433	9.53531822917166	8.22550309756692	5.99146454710798	6.80239476332431	77	80	10.7	38	9.31289696030128	74
"Randolph-Macon Woman's College"	"Yes"	6.54534966033442	6.42324696353352	169	35	66	6.48157712927643	4.02535169073515	9.54466745225101	8.71768205216564	5.91350300563827	6.82437367004309	88	97	9.2	24	9.70247235329492	68
"Reed College"	"Yes"	7.58375630070711	7.26961674960817	327	47	80	7.08924315502751	4.11087386417331	9.90148554986546	8.61068353450358	6.21460809842219	6.10924758276437	90	90	11.8	37	9.67319349719308	68
"Regis College"	"Yes"	6.05678401322862	5.95324333428778	143	18	38	6.36475075685191	6.27852142416584	9.44935727244668	8.66561319653451	6.10924758276437	6.5510803350434	81	85	10.3	37	9.3722891389622	84
"Rensselaer Polytechnic Institute"	"Yes"	8.51639287124547	8.33447155460094	936	53	82	8.36427508499152	2.77258872223978	9.76852656710201	8.69550672681265	7.11476944836646	7.00306545878646	94	98	15.4	21	9.65534665470488	70
"Rhodes College"	"Yes"	7.74153358928183	7.51261754467451	391	58	82	7.20414929203594	4.07753744390572	9.62905070683437	8.46968220874519	6.30991827822652	7.3132203870903	90	96	10.8	47	9.50211406233122	77
"Rider University"	"Yes"	8.18479265416508	7.7931743471892	730	16	31	7.91862865334224	7.1770187659099	9.49175283141437	8.59785109443369	6.5510803350434	8.03915739047324	84	92	12.3	23	9.33246950520925	70
"Ripon College"	"Yes"	6.3750248198281	6.21660610108486	211	28	52	6.59987049921284	3.3322045101752	9.62905070683437	8.3187422526924	5.85793315448346	6.47697236288968	87	90	9.4	49	9.43124141073761	64
"Rivier College"	"Yes"	6.18208490671663	5.95583736946483	141	6	28	6.38012253689976	7.08673793451058	9.19725513242753	8.48879371689454	6.39692965521615	7.00306545878646	59	59	12.2	19	8.81640849968169	81
"Roanoke College"	"Yes"	7.70841066725737	7.4899708988348	437	27	54	7.28619171470238	5.47646355193151	9.50487391937707	8.39502555744203	6.10924758276437	7.09007683577609	85	89	13	26	9.14899674173513	72
"Rockhurst College"	"Yes"	6.84054652928869	6.75460409948796	345	22	50	7.02731451403978	6.62539236800796	9.15799389160397	8.3187422526924	6.21460809842219	7.3132203870903	60	79	10.7	21	8.92518842937803	79
"Rocky Mountain College"	"Yes"	6.32793678372919	5.97126183979046	270	11	31	6.61069604471776	4.77068462446567	9.07497873404551	8.12029131396856	6.39692965521615	6.4377516497364	56	78	11.3	27	8.76748487464946	68
"Roger Williams University"	"Yes"	8.10288913464087	7.93880224815448	679	10	20	7.65491704784832	7.30586003268401	9.43508264465409	8.70781355102489	6.21460809842219	6.59304453414244	44	54	16.4	8	8.98180732337753	61
"Rollins College"	"Yes"	7.48268182815465	7.04838640872188	382	31	55	7.41938058291869	6.95844839329766	9.70655984335281	8.56025268087669	6.86171134048073	6.62007320653036	81	85	13.3	23	9.35539264367532	90
"Rosary College"	"Yes"	6.07304453410041	5.77144112313002	141	28	53	6.43615036836943	5.59471137960184	9.30109473524465	8.43381158247719	6.30991827822652	6.85646198459459	79	82	12.9	30	9.13389119981278	81
